Date,ExpDate,Strike,CallBid,CallAsk,CallPrice,CallVolume,CallOI,PutBid,PutAsk,PutPrice,PutVolume,PutOI
2025-09-03,2025-09-04,6180,260.4,276.5,240.29,10,1,0.15,0.25,0.2,569,235
2025-09-03,2025-09-04,6185,255.4,273.2,181.81,0,3,0.15,0.2,0.2,144,132
2025-09-03,2025-09-04,6190,250,268.2,229.65,1,0,0.15,0.25,0.2,2819,366
2025-09-03,2025-09-04,6195,245.5,263.2,246.11,1,3,0.15,0.25,0.2,3260,108
2025-09-03,2025-09-04,6200,240,256.6,219.77,5,17,0.15,0.25,0.2,2850,1338
2025-09-03,2025-09-04,6205,235.5,253.2,233.55,2,0,0.15,0.25,0.2,5718,157
2025-09-03,2025-09-04,6210,230.5,248.2,231.34,2,31,0.2,0.25,0.2,3313,453
2025-09-03,2025-09-04,6215,225.5,243.3,227.64,2,0,0.2,0.25,0.2,5427,222
2025-09-03,2025-09-04,6220,220.5,238.3,163.4,0,2,0.2,0.25,0.2,80,847
2025-09-03,2025-09-04,6225,215,233.1,197.05,3,5,0.2,0.25,0.25,2678,1206
2025-09-03,2025-09-04,6230,217.2,219.4,189.32,5,40,0.2,0.25,0.2,275,328
2025-09-03,2025-09-04,6235,208,220.1,199.85,1,1,0.2,0.25,0.2,263,170
2025-09-03,2025-09-04,6240,203,215.1,183.3,0,23,0.2,0.25,0.22,1246,148
2025-09-03,2025-09-04,6245,198,210.1,0,0,0,0.2,0.25,0.15,142,188
2025-09-03,2025-09-04,6250,193,205.1,169.98,9,9,0.2,0.25,0.25,974,999
2025-09-03,2025-09-04,6255,188,200.1,185.27,6,2,0.2,0.25,0.25,574,416
2025-09-03,2025-09-04,6260,183,195.1,163.08,8,1,0.25,0.3,0.25,560,537
2025-09-03,2025-09-04,6265,178,190.1,181.45,2,2,0.25,0.3,0.25,190,205
2025-09-03,2025-09-04,6270,173,185.1,156.66,5,3,0.25,0.3,0.25,471,269
2025-09-03,2025-09-04,6275,168,180.1,159.69,17,7,0.25,0.3,0.25,1252,2028
2025-09-03,2025-09-04,6280,163,175.1,153.42,12,24,0.25,0.3,0.24,959,462
2025-09-03,2025-09-04,6285,158,170.1,155.39,6,3,0.3,0.35,0.3,416,289
2025-09-03,2025-09-04,6290,153,165.1,130.59,1,6,0.3,0.35,0.3,3484,646
2025-09-03,2025-09-04,6295,148.1,160.2,181.83,0,2,0.3,0.35,0.25,3570,387
2025-09-03,2025-09-04,6300,147.4,149.4,148.19,253,90,0.3,0.35,0.3,4469,1320
2025-09-03,2025-09-04,6305,139.9,150.2,121.94,4,12,0.35,0.4,0.3,6889,675
2025-09-03,2025-09-04,6310,134.9,145.2,110.94,10,19,0.35,0.45,0.35,4411,588
2025-09-03,2025-09-04,6315,132.5,134.5,104.72,3,26,0.4,0.45,0.37,6060,759
2025-09-03,2025-09-04,6320,127.5,129.5,115.02,35,34,0.45,0.5,0.45,1728,666
2025-09-03,2025-09-04,6325,122.5,124.5,108.82,18,31,0.5,0.55,0.5,3608,575
2025-09-03,2025-09-04,6330,117.6,119.6,105.07,240,242,0.5,0.6,0.55,2075,1295
2025-09-03,2025-09-04,6335,110.2,117.6,89.22,12,19,0.55,0.65,0.6,2544,459
2025-09-03,2025-09-04,6340,107.7,109.7,104.44,24,72,0.65,0.75,0.7,6228,1134
2025-09-03,2025-09-04,6345,100.4,107.6,99,14,24,0.7,0.8,0.75,2537,553
2025-09-03,2025-09-04,6350,97.9,99.9,100.22,284,317,0.85,0.9,0.86,6158,2410
2025-09-03,2025-09-04,6355,93.1,95,95.37,79,716,0.95,1.05,1,2442,787
2025-09-03,2025-09-04,6360,88.2,90.2,82.18,132,156,1.1,1.15,1.1,6743,636
2025-09-03,2025-09-04,6365,82.6,86.7,79.75,161,80,1.25,1.35,1.3,1835,357
2025-09-03,2025-09-04,6370,79.3,79.8,75.52,129,112,1.45,1.55,1.38,4518,498
2025-09-03,2025-09-04,6375,74.5,75.1,75.1,41,336,1.7,1.8,1.7,5551,1984
2025-09-03,2025-09-04,6380,69.8,70.3,70.42,255,310,2,2.05,2.02,4699,546
2025-09-03,2025-09-04,6385,65.1,65.6,65.68,87,179,2.3,2.4,2.35,2745,336
2025-09-03,2025-09-04,6390,60.5,61,61.07,489,230,2.7,2.75,2.75,4093,1699
2025-09-03,2025-09-04,6395,55.9,56.4,57.42,286,175,3.1,3.2,3.05,2939,903
2025-09-03,2025-09-04,6400,51.4,51.9,52.87,1573,1103,3.5,3.7,3.6,11778,3838
2025-09-03,2025-09-04,6405,46.9,47.4,47.37,785,426,4.1,4.3,4.2,4701,377
2025-09-03,2025-09-04,6410,42.6,43.1,42.67,781,348,4.7,4.9,4.8,12109,352
2025-09-03,2025-09-04,6415,37.5,38.8,38.81,1182,528,5.4,5.6,5.48,12246,628
2025-09-03,2025-09-04,6420,34.1,34.6,34.46,2360,310,6.2,6.4,6.3,6410,389
2025-09-03,2025-09-04,6425,30.1,30.6,30.28,3832,1371,7.2,7.3,7.04,6412,1064
2025-09-03,2025-09-04,6430,26.4,26.6,26.69,8558,569,8.3,8.5,8.3,7854,228
2025-09-03,2025-09-04,6435,22.6,22.9,23.47,5747,271,9.6,9.8,9.6,4652,280
2025-09-03,2025-09-04,6440,19.2,19.3,19.51,7468,334,11.1,11.3,11.2,4338,909
2025-09-03,2025-09-04,6445,15.9,16.1,16,5284,372,12.9,13,13,2265,272
2025-09-03,2025-09-04,6450,12.9,13.2,13.1,12086,1814,14.9,15.1,14.76,4247,1074
2025-09-03,2025-09-04,6455,10.3,10.5,10.6,6306,381,17.2,17.4,17.2,936,249
2025-09-03,2025-09-04,6460,8,8.2,8.17,6108,561,19.9,20.2,19.55,503,456
2025-09-03,2025-09-04,6465,6.1,6.3,6.22,5589,327,23,23.4,22.55,227,101
2025-09-03,2025-09-04,6470,4.5,4.7,4.7,6082,413,26.4,26.9,25.32,170,439
2025-09-03,2025-09-04,6475,3.3,3.5,3.41,13846,831,30.1,30.6,30.1,326,774
2025-09-03,2025-09-04,6480,2.5,2.55,2.52,14014,628,34.2,34.7,33.4,368,101
2025-09-03,2025-09-04,6485,1.75,1.8,1.8,6508,480,38.5,39,38.6,61,116
2025-09-03,2025-09-04,6490,1.2,1.25,1.25,5751,563,42.9,43.5,42.4,164,654
2025-09-03,2025-09-04,6495,0.8,0.9,0.85,4870,333,46.8,48.8,55.35,56,135
2025-09-03,2025-09-04,6500,0.55,0.65,0.59,7280,1529,51.6,53.5,52.25,108,363
2025-09-03,2025-09-04,6505,0.4,0.45,0.4,8659,413,56.4,58.3,57.2,39,148
2025-09-03,2025-09-04,6510,0.25,0.35,0.3,7536,482,61.3,63.2,88.42,49,69
2025-09-03,2025-09-04,6515,0.2,0.25,0.22,3611,386,66.2,68.2,72.47,14,31
2025-09-03,2025-09-04,6520,0.15,0.2,0.17,1553,361,71.1,73.1,85.75,30,35
2025-09-03,2025-09-04,6525,0.1,0.2,0.15,1813,1558,73.1,80.7,76.1,23,19
2025-09-03,2025-09-04,6530,0.1,0.15,0.12,884,218,81.1,83,81.87,8,27
2025-09-03,2025-09-04,6535,0.05,0.15,0.1,1493,268,83.1,90.6,93.01,5,6
2025-09-03,2025-09-04,6540,0.05,0.15,0.1,911,547,88,95.6,90.7,27,8
2025-09-03,2025-09-04,6545,0.05,0.1,0.07,758,506,93,100.6,123.81,13,9
2025-09-03,2025-09-04,6550,0.05,0.1,0.07,1001,5008,98,105.6,179.82,0,12
2025-09-03,2025-09-04,6555,0.05,0.1,0.07,180,836,103,110.6,113.58,4,1
2025-09-03,2025-09-04,6560,0.05,0.1,0.07,414,595,108,115.6,106.57,1,17
2025-09-03,2025-09-04,6565,0.05,0.1,0.05,195,1177,112.9,122.3,142.58,1,0
2025-09-03,2025-09-04,6570,0.05,0.1,0.06,92,833,121,123,128.53,5,20
2025-09-03,2025-09-04,6575,0,0.05,0.03,10983,1054,123,132.2,128.57,6,7
2025-09-03,2025-09-04,6580,0,0.05,0.05,127,547,128,137.2,75.9,0,12
2025-09-03,2025-09-04,6585,0,0.05,0.05,37,746,132.9,142.2,162.52,1,3
2025-09-03,2025-09-04,6590,0,0.05,0.03,12,493,137.9,147.2,105.7,0,17
2025-09-03,2025-09-04,6595,0,0.05,0.03,14,561,142.9,152.2,110.1,0,12
2025-09-03,2025-09-04,6600,0,0.05,0.03,1176,986,145.1,157.2,110,0,4
2025-09-03,2025-09-04,6605,0,0.1,0.03,9,316,150.1,162.2,0,0,0
2025-09-03,2025-09-04,6610,0,0.05,0.03,69,683,155.1,167.2,0,0,0
2025-09-03,2025-09-04,6615,0,0.05,0.03,3,20,160.1,172.2,0,0,0
2025-09-03,2025-09-04,6620,0,0.05,0.03,3,789,165.1,177.2,0,0,0
2025-09-03,2025-09-04,6625,0,0.05,0.03,2,478,170.1,182.2,188.85,5,5
2025-09-03,2025-09-04,6630,0,0.05,0.1,0,621,175.1,187.2,185.05,2,4
2025-09-03,2025-09-04,6635,0,0.05,0.05,3,73,180.1,192.2,0,0,0
2025-09-03,2025-09-04,6640,0,0.05,0.03,25,521,185.1,197.2,0,0,0
2025-09-03,2025-09-04,6645,0,0.05,0.05,1,36,190.1,202.2,0,0,0
2025-09-03,2025-09-04,6650,0,0.05,0.05,574,726,195.1,207.2,208.61,4,0
2025-09-03,2025-09-04,6655,0,0.05,0.05,7,17,200.1,212.2,0,0,0
2025-09-03,2025-09-04,6660,0,0.05,0.05,0,201,205.6,217.7,0,0,0
2025-09-03,2025-09-04,6665,0,0.05,0.05,0,34,210.1,223,0,0,0
2025-09-03,2025-09-04,6670,0,0.05,0.05,0,49,213.5,230.9,0,0,0
2025-09-03,2025-09-04,6675,0,0.05,0.05,0,493,218.3,235.9,226.6,2,0
2025-09-03,2025-09-04,6680,0,0.05,0.03,3,10,223.5,240.9,0,0,0
2025-09-03,2025-09-04,6685,0,0.05,0,0,0,228.5,245.9,0,0,0
2025-09-03,2025-09-04,6690,0,0.05,0,0,0,233.5,250.9,0,0,0
2025-09-03,2025-09-04,6695,0,0.05,0.03,1,0,238.5,255.8,254.38,1,0
2025-09-03,2025-09-04,6700,0,0.05,0.02,0,332,243.6,260.8,243.41,0,8
2025-09-03,2025-09-04,6710,0,0.05,0.05,1,4,253.3,270.8,0,0,0
2025-09-03,2025-09-04,6720,0,0.05,0,0,0,261.7,280.8,0,0,0
2025-09-03,2025-09-04,6725,0,0.05,0.11,0,162,269.1,285.8,0,0,0
2025-09-03,2025-09-04,6730,0,0.05,0,0,0,271.7,290.8,273.9,0,6
2025-09-03,2025-09-04,6740,0,0.05,0,0,0,283.5,300.8,0,0,0
2025-09-03,2025-09-04,6750,0,0.05,0.1,0,65,293.6,310.8,378.33,0,2
2025-09-03,2025-09-04,6760,0,0.05,0.05,0,1,303.5,320.8,322.28,29,0
2025-09-03,2025-09-04,6775,0,0.05,0.1,0,23,318.4,335.8,0,0,0
2025-09-03,2025-09-04,6800,0,0.05,0.03,0,321,343.4,360.8,354.25,2,2
2025-09-03,2025-09-04,6825,0,0.05,0.1,0,14,368.6,385.8,0,0,0
2025-09-03,2025-09-04,6850,0,0.05,0,0,0,393.4,410.8,0,0,0
2025-09-03,2025-09-04,6875,0,0.05,0.05,0,12,418.6,434.7,0,0,0
2025-09-03,2025-09-04,6900,0,0.05,0.05,0,538,443.6,459.7,435.35,0,1
2025-09-03,2025-09-04,6925,0,0.05,0,0,0,468.5,484.7,0,0,0
2025-09-03,2025-09-04,6950,0,0.05,0,0,0,493.5,509.7,0,0,0
2025-09-03,2025-09-04,7000,0,0.05,0.05,2,69,541.9,559.6,534.75,0,1
2025-09-03,2025-09-04,7100,0,0.05,0.1,0,2,643.4,660.8,0,0,0
2025-09-03,2025-09-04,7200,0,0.05,0.1,0,3,741.8,760.8,0,0,0
2025-09-03,2025-09-04,7400,0,0.05,0.1,0,1,943.5,959.6,0,0,0
2025-09-03,2025-09-04,7600,0,0.05,0.05,0,7,1143.5,1160.7,0,0,0
2025-09-03,2025-09-04,7800,0,0.05,0.05,0,1,1341.8,1359.5,0,0,0
2025-09-03,2025-09-04,8000,0,0.05,0,0,0,1543.4,1560.7,0,0,0
2025-09-03,2025-09-04,8200,0,0.05,0,0,0,1743.4,1760.7,0,0,0
2025-09-03,2025-09-04,8400,0,0.05,0.05,1,0,1943.2,1959.5,1970.15,3,0
2025-09-03,2025-09-05,1400,5039.2,5057.2,4993.96,0,1,0,0.05,0,0,0
2025-09-03,2025-09-05,1600,4839.3,4855.8,0,0,0,0,0.05,0,0,0
2025-09-03,2025-09-05,1800,4639.4,4655.9,0,0,0,0,0.05,0,0,0
2025-09-03,2025-09-05,2000,4439.5,4456,4451.71,0,25,0,0.05,0.03,0,26
2025-09-03,2025-09-05,2200,4239.6,4255.4,4288.14,0,1,0,0.05,0,0,0
2025-09-03,2025-09-05,2400,4038.5,4055.5,3994.56,0,2,0,0.05,0.05,0,50
2025-09-03,2025-09-05,2600,3838.6,3856.1,0,0,0,0,0.05,0.1,0,334
2025-09-03,2025-09-05,2800,3638.7,3655.7,3613.02,0,1,0,0.05,0.2,0,330
2025-09-03,2025-09-05,3000,3438.8,3455.8,0,0,0,0,0.05,0.1,0,57
2025-09-03,2025-09-05,3200,3239,3255.9,0,0,0,0,0.05,0.05,0,65
2025-09-03,2025-09-05,3400,3039.1,3056.7,0,0,0,0,0.05,0.05,0,73
2025-09-03,2025-09-05,3600,2839.8,2856.1,0,0,0,0,0.05,0.05,0,117
2025-09-03,2025-09-05,3800,2640.4,2656.6,0,0,0,0,0.05,0.05,0,486
2025-09-03,2025-09-05,4000,2444.5,2452.5,2390.21,0,455,0,0.05,0.03,0,691
2025-09-03,2025-09-05,4200,2240.7,2256.9,2281.82,0,1,0,0.05,0.05,0,1396
2025-09-03,2025-09-05,4400,2040.8,2056.4,2057.52,0,1,0,0.05,0.05,0,11379
2025-09-03,2025-09-05,4600,1840.9,1856.5,1894.84,0,2,0,0.05,0.05,0,2168
2025-09-03,2025-09-05,4700,1739.7,1757.4,1791.44,0,3,0,0.05,0.05,0,1487
2025-09-03,2025-09-05,4800,1641,1659.1,1642.24,4,2,0,0.05,0.05,0,1196
2025-09-03,2025-09-05,4900,1539.8,1556.7,1391.77,0,1,0,0.05,0.05,10,5230
2025-09-03,2025-09-05,5000,1446.2,1452.1,1451.31,0,1215,0,0.05,0.05,40,11778
2025-09-03,2025-09-05,5050,1391.1,1409.2,1420.52,0,3,0,0.05,0.05,10,456
2025-09-03,2025-09-05,5100,1341.1,1356.8,1366.8,0,3,0,0.05,0.05,94,3245
2025-09-03,2025-09-05,5150,1291.2,1306.9,0,0,0,0,0.05,0.05,1,59035
2025-09-03,2025-09-05,5175,1266.2,1281.9,1224.77,0,9,0,0.05,0.05,1,25
2025-09-03,2025-09-05,5200,1241.2,1256.9,1222.11,1,15,0,0.05,0.05,50,58825
2025-09-03,2025-09-05,5225,1215,1234.1,1234.04,0,8,0,0.05,0.05,20,141
2025-09-03,2025-09-05,5250,1190,1207.7,1113.38,0,1,0,0.05,0.05,16,11883
2025-09-03,2025-09-05,5275,1166.3,1182.7,1192.78,0,5,0,0.05,0.1,0,3362
2025-09-03,2025-09-05,5300,1141.3,1157.7,1137.1,1,2,0,0.05,0.04,13,13049
2025-09-03,2025-09-05,5325,1116.3,1132,1148.81,0,2,0,0.05,0.05,131,1260
2025-09-03,2025-09-05,5350,1091.3,1107.5,0,0,0,0,0.05,0.05,37,693
2025-09-03,2025-09-05,5375,1065.1,1082.1,0,0,0,0,0.05,0.05,102,1318
2025-09-03,2025-09-05,5400,1040.8,1057.6,922.17,0,0,0,0.05,0.05,1998,3482
2025-09-03,2025-09-05,5425,1016.3,1034.2,0,0,0,0,0.1,0.05,90,742
2025-09-03,2025-09-05,5450,991.4,1007.1,1026.35,0,7,0,0.05,0.05,8,8275
2025-09-03,2025-09-05,5475,966.4,981.8,0,0,0,0,0.1,0.05,2,393
2025-09-03,2025-09-05,5500,941.4,957.1,920.36,0,0,0,0.1,0.05,615,4026
2025-09-03,2025-09-05,5525,915.2,934.3,885.39,0,1,0.05,0.1,0.08,9,679
2025-09-03,2025-09-05,5550,891.4,907.1,891.22,2,3,0,0.1,0.1,10,3772
2025-09-03,2025-09-05,5575,866.5,882.7,0,0,0,0,0.1,0.32,0,1241
2025-09-03,2025-09-05,5600,841.5,859.6,822.27,2,0,0.05,0.1,0.07,488,3892
2025-09-03,2025-09-05,5625,816.5,831.9,780.42,0,1,0.05,0.1,0.05,598,427
2025-09-03,2025-09-05,5650,790.3,807.9,0,0,0,0.05,0.1,0.1,318,4526
2025-09-03,2025-09-05,5660,780.3,797.2,0,0,0,0.05,0.15,0.1,1,0
2025-09-03,2025-09-05,5670,771.5,787.2,0,0,0,0.05,0.15,0.15,221,87
2025-09-03,2025-09-05,5675,766.5,782.8,731.06,0,2,0.05,0.15,0.1,55,2690
2025-09-03,2025-09-05,5680,761.5,777.2,0,0,0,0.05,0.15,0.15,42,97
2025-09-03,2025-09-05,5690,751.6,767.8,0,0,0,0.05,0.15,0.15,12,50
2025-09-03,2025-09-05,5700,741.6,757.3,748.08,1,23,0.05,0.15,0.15,2421,6106
2025-09-03,2025-09-05,5710,731.6,747.3,0,0,0,0.05,0.15,0.15,12,56
2025-09-03,2025-09-05,5720,721.6,737.3,736.73,0,3,0.1,0.15,0.15,2,19
2025-09-03,2025-09-05,5725,716.6,732.1,0,0,0,0.05,0.15,0.15,14,435
2025-09-03,2025-09-05,5730,711.6,727.3,759.98,0,1,0.05,0.15,0.15,6,816
2025-09-03,2025-09-05,5740,701.6,719.5,0,0,0,0.1,0.15,0.35,0,487
2025-09-03,2025-09-05,5750,691.6,708,0,0,0,0.1,0.15,0.15,1320,3874
2025-09-03,2025-09-05,5760,687.4,691.6,0,0,100,0.1,0.15,0.15,1,146
2025-09-03,2025-09-05,5770,671.6,688,642.97,0,4,0.1,0.2,0.35,0,170
2025-09-03,2025-09-05,5775,666.6,682.9,680.94,0,3,0.1,0.2,0.15,21,981
2025-09-03,2025-09-05,5780,661.6,678.1,0,0,0,0.1,0.2,0.15,300,156
2025-09-03,2025-09-05,5790,651.6,668.1,0,0,0,0.1,0.2,0.35,0,102
2025-09-03,2025-09-05,5800,641.7,657.9,654.9,0,26,0.1,0.2,0.15,225,2982
2025-09-03,2025-09-05,5810,631.7,649.6,0,0,0,0.1,0.2,0.2,14,374
2025-09-03,2025-09-05,5820,621.7,639.6,661.26,0,1,0.1,0.2,0.17,18,712
2025-09-03,2025-09-05,5825,616.7,632.4,544.72,0,1,0.15,0.2,0.15,208,1366
2025-09-03,2025-09-05,5830,611.7,629.6,0,0,0,0.15,0.2,0.4,0,838
2025-09-03,2025-09-05,5840,601.7,617.4,0,0,0,0.15,0.2,0.25,60,3366
2025-09-03,2025-09-05,5850,590.5,608.1,629.61,0,9,0.15,0.25,0.2,225,828
2025-09-03,2025-09-05,5860,581.7,599.7,596.95,0,2,0.15,0.25,0.25,67,1792
2025-09-03,2025-09-05,5870,571.7,588.1,0,0,0,0.15,0.25,0.25,155,4134
2025-09-03,2025-09-05,5875,566.7,582.5,607.68,0,0,0.15,0.25,0.25,159,2614
2025-09-03,2025-09-05,5880,561.7,578.2,577.05,0,2,0.15,0.25,0.25,200,346
2025-09-03,2025-09-05,5890,551.8,569.7,0,0,0,0.15,0.25,0.3,241,1917
2025-09-03,2025-09-05,5900,547.7,551.6,559.19,0,238,0.15,0.25,0.2,768,2558
2025-09-03,2025-09-05,5910,531.8,549.8,458.49,0,28,0.2,0.25,0.25,360,200
2025-09-03,2025-09-05,5920,521.8,539.7,448.86,0,25,0.2,0.3,0.24,65,709
2025-09-03,2025-09-05,5925,516.8,533.1,484.28,0,1,0.2,0.3,0.3,2000,1078
